date,username,title,rating,review
2016-06-04,ben_brwn,"Amazing storytelling, a harsh reality and an excellent adaptation of the books",10,"this show is absolutely stunning, hbo has completely captured the essence of george r.r. martins books, a song of ice and fire, and turned it into a fascinating on,screen perception.the reason this series is so captivating is because its never clear what will happen in each episode to come along with the absolute genius storytelling. before you know it, you see your favorite characters killed off or plotted against in a manner which leaves the viewer shocked and keeps them itching for more, no-one is safe at any point during the series bringing a harsh but true reality to the show, to draw a quote 'when you play the game of thrones you win or you die'.the first few episodes will be confusing for those unfamiliar to the series and may put them off from continuing to watch, but if you stick through it and keep watching there will come a point in the first season where the show clicks with you and causes you binge watch the entire series up until the point when you've caught up with where the show currently is and then on after to look forward to each new installment every week.to summarize, with the series intelligent plot lines and unpredictability i would strongly recommend to anyone.a solid 10/10"
2019-04-16,billyjoelancer,Disappointing ending,8,books were great while they lasted. show was great while it followed original story. starting from episode 6 season 7 it lost everything what made this story/show great.
2019-05-22,rahatamna,WORST ENDING IN THE HISTORY OF TELEVISION!,1,"first 6 seasons were fantastic but after that everything went south and especially season 8 was the worst! it was rushed and i could not make any emotional connection with any of the characters. simply put, it was bland! the ending was so bad that it feels like you wasted your precious 10 years for nothing!"
2018-08-23,yashaswisingh,This SHOW knows no BOUNDS!,5,"there is a common stereotype which goes with tv shows pertaining to ancient times, having dragons and warriors. they are supposed to be monotonous with the general public. i too had my speculations and following the trend never really watched these kinds of shows.game of thrones , a fantasy drama series, set in an early landscape of england, where people waged war for a throne, was no different to me. it had kings wearing oversized rugs, their queens glistening in golden gowns and the ever so obedient daughters, the sons - playing and practicing with swords: the first episode seemed like a direct inference to the stereotype we discussed before. it wasn't to be though, and somehow i continued.game of thrones is an experience which i feel everyone should be a part of. it crosses boundaries of suspense in a way you can never imagine, it gives you endings worse than goosebumps, there are fiery speeches, immaculate acting, perfect direction and possibly one of the best stories you will ever come across. the show runs on the idea of anything can happen in a very literal sense. and that is not an easy feat.it's something i'd recommend to any person, irrespective of their age or gender. must watch!"
2019-06-07,elasevinc,Zero points should be available as a rating..!,10,"worst tv show ever because of the ending... just stay away, don't watch and end up like me, feeling kicked in your stomach after the finale..! can't believe i put eight years of my life in this xxxx"
2019-05-15,arhanover,What's the problem?,10,"i don't understand why everyone is so upset about season 8 (especially episode 5). because daenerys snapped? this all makes perfect sense. she found out jon was the true heir and she knew the people loved him. she lost jon, she lost missandei, she lost her claim to the iron throne. jon has the better claim. she only has one way to show her power now, through fear. this is game of thrones people!!! nothing happens the way we want. it's unpredictable. that's what's always made the show so amazing. i just really don't get the hate."
2018-05-29,dsw-81447,Season 1-4 great after that not so much,10,"seasons 1,4 were great and had great writing but after that the show just became a mess with bad writing"
2017-10-26,eennzzoo,Excelente series,10,"game of thrones's comeback was awesome, amazing plots, awesome characters and again awesome dialogue and writing, dan weiss and benioff do some nice works on converging the story,lines and i am okay with it, no way they would squish 1000 pages of a book in 10 hours, they do a fine work with what they can, and got is their gold mine. wish a better season than the last one."
2019-10-15,jairam-07344,1 less due to the final episode,9,"this has been a wonderful tv show since the first season and has always outnumbered any other tv show in feel, experience, creativity and graphics.the last season especially the last episode was a piece of crap which spoilt the ending of such great story line. it is definitely a must watch for anyone who like lord of the rings."
2019-05-21,ameermahdimayali,It the best tv show ever,10,it the best tv show ever .it have a kind of emotion so i like it
2020-02-17,frenchpatrick,A perfect show that derails sadly,10,"the first half of this beautifully written and acted show is perfect, every little thing is perfect. and yet, half way through the series, after the best season, season 4, the show does a 90 degree turn and becomes just pretty good. seasons 5 and 6 are fine, they have some amazing episodes, but many forgettable plot threads, some of which are downright stupid. then the show does a complete 180 from season 4 and becomes arguably the worst show on hbo, the production value is amazing as always, but seasons 7 and 8 are downright despicably awful, everything about them are just stupid and not well thought out, everything is forced and everything is cringe. the acting is still amazing, in fact come to think of it, every aspect is still spectacular, but the most important aspect is terrible, the writing. duck d&d for ruining this shows massive potential"
2019-05-14,nazlikiris,Good gone to bad,1,"i'll give 10 just for season 1,2,3,4,5 and 6; the other season are act like we are fool"
2021-01-06,mateusnkc,Pure Gold,10,it took me 10 years to start watching got. pure gold and incredible!
2019-05-21,abdulrahman-84389,Legendary,1,in my opinion it's the second best tv show ever made but the two fainal seasons was disappointing especially the fainal one but it does still a legendary show
2019-05-19,guyonvanoers,An amazing series with a ridiculous conclusion,10,"if you'd ask me a few years ago what i'd rate got i would've instantly said 10 stars. but after the mediocre season 7 and horrifying season 8 i can't give it more than 9 stars. season 8 just threw all of the past seasons' character development and story out of the window in order to finish the series. d&d really proved they're incompetent writers with this season, as soon as they ran out of books the show has been going down in quality."
2019-05-20,danielcoombs001,For Balance,10,"i was slightly disappointed with the ending but not overly so as some are. the score needed balencing out a little , 4.5/10 at the time of writing this is extreme. overall a 6.5/10 rating for me."
2021-01-19,aflask,"Amazing start, horrible ending.",10,"the first 4 seasons are honestly some of the best in television. those post continue to decrease in incredible fashion. the last season is lackluster, disappointing, and overall a slap in the face to devoted fans. 9/10 for first 4/5 seasons."
2016-09-19,vancemunsen,"wow, what a show.",10,"where do i start? what an epic show... the sets, the actors and the overall production. im not one to be impressed easily but this is a great show. the suspense keeps building in each episode and you know the payoff will be worth it in the end. favourite character? too many to choose from. i also enjoy the gory side of things and this ticks that box for this fella. i truly hope it keeps being made but shudder to think of the actual cost for each episode. as i mentioned the sets are truly epic. the costumes are first class and you really feel as though you are back in time. maybe too many wines for me when i watch it but i feel like a kid again. and yes, i have bought my share of merchandise."
2021-03-13,gabisenk,A once best series ruined,10,"not at fault of the writers but of the original writer g.r.r masrtin and also the producers of this show,what is about this show that i liked? everything. the story, the medieval fantasy setting, the fact that it also resembled the dark medieval history that our ancestors lived through. wow, this show was such an eye opener need i tell you?medieval times were hard on the individual and if you want to know why game of thrones will fill you on this knowledge.but as a fantasy series. it fell short. this is because it's good at the beginning but it didn't know how to end.what is the fault pf the last 2 seasons? well the 2 infamous producers and g.r.r martin are both to blame here.you see? this series was picked up on with a big budget while only the first 4 books were written. the fifth was finished during the production of 2nd season. not big alarms there right? harry potter movies were produced 2 titles behind their original adaptation....you were. wrong. one thing is harry potter and one thing is heavy fantasy genre.game of thrones is the exact example of what would be an honest adaptation to all the good fantasy books out there if they would be done right. with the other one being lord of the rings. that's right. the only 2 titles with right adaptation are these two.but the sad thing is... the material didn't live long enough. game of thrones is an accurate adaptation of the books but only the first 4 seasons. the next one being chaotic, eyebrow raising and just weird in general.there are good parts about the last 4 seasons but they just don't match the original writing and honest to god adaptation of the first 3 books.i recommend watching only the first 4 seasons and start on reading the books. maybe good old g.r.r will outlive his writing on his final book. however i will doubt this. he will be like mozart. forever an unfinished piece. but the first 4 seasons. they are worth watching. skip the other ones please. thank you"
2019-05-04,aghiadtarsha,Epic series,7,the best series in the tv history note : ned stark die in the first season
2016-10-13,s-36938,A show that has sadly lost it's flair.,9,"game of thrones has always had it's highs and lows in terms of quality.the earlier seasons (1,2,3,4) had a fantastic story, interesting characters and great acting. it was quite an engrossing show and was my favourite show at the time. yes it had it's flaws, there were some characters that got thrown away too quickly and there were plot holes that never got covered, this never tarnished my overall experience though.it's shame that the last two seasons have not been up to standards, it's still an enjoyable show, but it's quality has dropped drastically. the flaws are more noticeable now, with characters getting introduced but getting hardly any development and getting dropped like flies with no explanation. another problem is the pacing, some story lines are hardly moving forward and others are getting rushed. original rating: 9/10 current rating: 6/10"
2019-05-20,naseemshookt,Best show ever,10,"it's the beast show ever and it always will be . it's unexpected and very excited
every body should see this masterpiece"
2016-10-18,rebeccaswan-26443,A breathtaking fantasy drama with some of the most complex and captivating characters on TV,8,"game of thrones is certainly not a show for the light,hearted. as most know, this show is based on a series of books and this review is for those who haven't read them. what make this show the third highest rated tv show of all time on imdb are numerous reasons: the plot for instance, is heavy on mystery, interconnections between various characters and massively impactful character development. despite being something like a medieval fantasy, this show has characters going through conflicts that can be seen in the real world, in this era- the stigma faced by people with physical disabilities, being painted falsely because your opinions don't match with those of the popular, learning that trust is a very fragile thing...and the like. it is very hard to write a review without spoilers for a show with such an extensive and engaging plot. it does contain scenes of heavy violence and nudity (albeit as the seasons progress, the nudity decreases and violence increases) but unlike the misconception of many- ""oh, that show is only watched so much for its obscene scenes""- the show is so, so much more. with excellent cinematography, characters who will morally affect your own thinking, unforgettable lines and themes- game of thrones is a treat for those who are smart and mature enough to get exactly what the show tries to convey. it may not appeal to some, however, mainly because its story is vast and contains numerous characters- it will be hard to follow, but totally worth it if your mind's sharp enough!"
2019-12-29,sirireheart,"Game of Thrones, Goes from Fantastic to Terrible, cutting out elements from the book",10,"short review. game of thrones, goes from fantastic to terrible because cut material in the book, simplified the complexity of the song of ice and fire world and had some very poor writing and as seasons went on reduced the amount of episodes thus rushing or cutting plot,lines. many of the non-book canon that was wrote for the tv series was terrible and flawed.character development based on book, casting for characters, costume/scene design were all fantastic, the fault of this series lies as stated above, rushed, simplified story-line. poor writing outside of the books."
2017-08-21,abbastriplefive,great drama for thrones,9,"it is one of the most entertaining tv series. dragon is a major advantage. season 7 is extraordinary. massive scenes are very less. but some massive scenes give big impact like joffrey's dead, big blast and every dragon scene. at the same time characters usage is awesome like ned stark, tyrion, jon , khaleesi, arya stark and that old lady (tell cercei it's me)."
2021-01-27,nerfmemusique,The show dies with Jon Snow.,10,"it was my favorite show. i have seen it perhaps 7 times. now, when i will watch it with my kids, we will stop at s5e10, right after jon dies. i will tell them that's the end of the story. there is no point to watch it further.cheers."
2019-05-07,aleeen-01090,The Best Show ever Now and Always .,10,"i don't know why people got angry from last season, but it always is and will always be the best, last season was good but the way of killing the night king is bad , but it not deserve 6 rating and a lot of attack !!"
2021-08-18,keenanstarr,Maybe I Missed Something...,10,"i just rewatched the entire series.it was glorious.everybody is criticizing the last season or the last episode, but why?how should it have ended? all the stark children around the fireplace sipping ale and reminiscing about ned?the show was fantastic from beginning to end. the same writers put the same effort into every single episode. nothing was left out.everybody had horrible things happen to them throughout the series so you didn't think it was going to be a fairytale ending did you? everyone came together to defeat the white walkers then went to live their own lives.i'm just not sure what people were expecting."
2019-05-08,pauljamilkowski-24355,"1 🌟, because of what the show became.",2,"there couldn't be a more gaping hole between the writing of the show in the early seasons vs after the show writers had to do their job when running out of source material from the book. this show was the highlight of my week before season 7, and up until that point my excitement already began to fade as the show started catering to fan service, subverting plot expectations for no other purpose than just that, and making events that shouldn't be possible, possible, and expecting us not to notice. themes, foreshadowing, and plot setups that were planted for years are thrown out the window. what made the show so great is now gone as the final season wraps up in one fell swoop of disappointment."
2018-10-19,gill_lamb,Didn't think I'd like it,10,this is the best thing i've ever watched. watch it is all i can say!!
2019-08-05,badams-30188,Still the greatest show of all times,6,"game of thrones changed television in a time where television isn't that great anymore! i agree that the final season was disappointing but still the series has the best storyline and acting ever + the series took high risks by surpassing 5 seasons.
breaking bad for example was already getting boring in season 5.
the fans who hate got these days would of loved to see 15 seasons."
2017-10-10,christopherchettiar,Greatest Show ever,4,"game of thrones created by george r. r. martin's series of fantasy novels. the novel itself was the best seller and loved by everyone. george r. r. martin did not stop by just the book. a tv show has started in 2011 by hbo. television series created by david benioff and d. b. weiss. the game of thrones was hit the rating from the first season the show is been growing more and more as the season is building. the massive adventure,cool action and awesome character build. game of thrones is now the most viewed and most popular show ever."
2017-05-29,glockkaty,One of the best shows ever!,10,"i don't even know where to begin with this review, but everything about game of thrones is awesome. the actors themselves are well cast (for the most part), their acting is tremendous, the plot always keeps you on your toes, and it really makes you forget that none of it is real. the sets are fantastic and i'm hoping to visit some of the filming locations in ireland next month.a lot of people (mostly females) tend to complain about the nudity throughout the show, but in reality, the show actually dials it back compared to the books. it keeps it interesting, in my opinion. i remember really liking this show during season 1 because i was really trying to predict what all was going to happen. then episode 9, ""baelor"" happened and my love for the show was cemented. this show keeps you on your toes because nobody is safe in westeros. not having read the books before the show, i thought sean bean (ned) was the main character of the show. well, that quickly changed in season 1, episode 9, which i will always remember my reaction. while some seasons move slower than others, overall the plot is very well paced (with the exception of daenerys, don't even get me started). this show has so many surprises in store (cersei and jaime in the first episode, red wedding, r+l=j, hodor's story, sons of the harpy, purple wedding, trial by combat, jon snow and the nights watch, etc.)tyrion is by far my favorite character. peter dinklage's acting is amazing, he's the right balance between knowledgeable, fair, kind, and witty. jon snow is a close second in my book. i know this review was a bit all over the place, but i just love this show so much and wanted to strongly encourage everybody to give it a fair shot. you may be confused for a bit because there are so many names to remember (and all strange names at that), but once you get past that it's worth it! give it a chance and you will not be disappointed!"
2018-11-19,wtomererel,Perfect with its own imperfections,10,i didnt watch this till the beginning of season 6 but boy i made a mistake. i watched this show 4 times now and i read all the books. this show is the gamechanger.
2019-05-13,spilladappadan,BEST THING I HAVE SEEN ON TV EVEN WITH THE LAST SEASON,10,nothing has ever come close to this series. don't be upset that it's finishing up. giving bitter bad reviews about the last season because you don't want this masterpiece of a series to end is just bad taste. i will never see anything like this again. it got to all of my emotions and nothing on tv has ever done that before. thank you to all the cast and staff of the show. i am glad i am alive to witness this spectacular astonishing show. i will miss it to but i won't be bitter i will be happy that something made me get away from the reality of this world. got you got me 🖤
2020-09-22,perez-62862,A great adaptation of a wonderful series of books that fell apart,10,avoid the last season and wait for the book! the story falls apart and there are too many inconclusive storylines which unfortunately ruins the prior seasons!
2019-01-19,shubhamtripathi-30346,A magnificent series nearly full of all emotions one may think of,8,the storyline has been carved absolutely delicious and what else can you can expect from a series and whatever expectations you may have can turn out to be totally different within seconds.
2021-09-07,mortenbyrud,Everything I want in a tv series,10,this tv series is so damn good. it's fun and exciting through all of the seasons. the only negatives are they should have brought more over from the books. all seasons are so perfect except the last one.
2018-03-29,elshevy-12842,Best ever,1,"best show ever best show ever
best show ever
best show ever"
2018-03-29,elshevy-12842,Best show ever,5,"best show ever best show ever
best show ever
best show ever"
2017-03-01,nmussa-41049,Perfection,2,"for me game of thrones is the number one tv show currently. everything about it is beyond perfect. the cast, costume, plot, animation and so on. i can't say enough about the cast like literally everyone is perfect and i can't pick my favorite. from all the episode battle of bastards was amazing. i was so happy to see the bastard ramsay to get what he deserved. i haven't had any show that excites me as this show. i wish it had more episodes in a season and i could watch it more before the big break. i don't get enough of it. i hope it doesn't end soon and there are many many more episodes to come."
2019-05-28,faheemsamiki,A great series with a weak ending,9,"honestly speaking, this was one of the series i've always avoided as i'm not a big fan of the 'war' theme. but to my surprise i actually loved the plot. though there were few scenes which felt too much of a drag, the deceitful nature and the downfall of a person when he/she wants more and more is beautifully highlighted. i felt daenerys was an over,rated character (personal opinion) and thought sansa stark was useless except for 'battle of the bastards'. really loved arya stark's, tyrion lannister, jon snow and jaimie lannister's storyline. lena headey made complete justice to cersei's character.
the only thing i loved from the final season was the battle against the night king and arya stark's role in it. apart from that, i just felt that the episodes were too long and pointless.
the ending of the game of thrones was pointless but still managed to give me goosebumps. all the remaining starks getting what they always wanted was great."
2019-12-26,tamsinking,Unbeatable,9,best thing thats ever been on the big or small screen. hands down.... its literally had me climbing over my sofa with tension. final season included. i would love to see something come even close to how good this was...
2019-05-23,joe-47695,Still 10,1,even though i was disappointed with season 8 that doesn't mean the other 7 series weren't amazing so it still gets 10 from me even if it is slightly tainted
2019-05-14,ljkrohelski-27757,"Exceptional, Gold Standard",9,"there is only so much television that is in this area. thrones is up there with the best of them. a few seasons are a bit better than others but all 8 are fantastic in their own way. the character development, plot, cinematography, music, all top class. going to be hard to find a new show to replace this masterpiece."
2019-08-10,pikachu-67003,"If not the best, then one of the best shows I have ever seen",2,"season 1,6: perfectly written, amazing seasons season 7: decent writing, enjoyable
season 8: we don't talk about that hereso speaking as a viewer who mostly watched superheroes, and the action genre, watching got was very different for me, but however i enjoyed this show, and loved every single episode (excluding most of s8). it was different to most things i watch but surprisingly, got was the best experience for me in tv, and i just loved to go on the journey with each character (even though i started and finished in 2019 xd). but honestly speaking, this is not a show you would want to miss, season 8 definitely did ruin this show, but this has to be a must-watch for the first seven amazing seasons.this show literally had the best ensemble cast in tv, in my opinion, with emilia clarke, kit harrington, sophie turner, maise williams, sean bean and my favourite- peter dinklage, being the most notable.finally, just to talk about the visuals, music and that kind of stuff:
visual fx: the company who does the vfx for got, from the dragons to the blood and gore, is on point, and just very realistic. overall adds up to a more realistic atmosphere and gives it that sense of being set 1000's of years ago.music/score: ramin djawadi is a bloody legend for what he has cooked up throughout the seasons. the intro theme he made is by far the most catchy theme (along with the theme of arrow), and his scores as well. if you want a teaser as to how amazing his music is, just check out: light of the seven, rains of castamere and the north remembers on youtube.intro: 11/10honestly, s8 is a dissapointment, but do not let that sound like it makes the whole show not worth watching, because it really is due to the rest of the seasons. i even find myself occasionally re-watching some scenes on yt lol."
2019-05-16,q-64185,GOT,10,"even though last season was lower than our expectations, i can't say i changed my mind about got, it's still the best series i've ever watched in my life."
2019-05-16,q-64185,Episode 5,8,couldn't get moooore excited !!!!! it was legendary
2017-03-24,nkhalaieff,Great Show,1,"everyone comments on how great this show is. i agree. the scenery and casting is very good. mr. martin has some awesome conten , i have read the books and the casting is very reflective of the books. overall, its a nice show to watch with family or significant others. do yourself a favor and watch!"
2020-04-15,cassioaugcs,"Awesome until S07. Then, the finale is the most disappointing ever!",10,"i can't recommend anyone to watch through so many hours to get such a disappointing ending in a tv show.yes... from season 1 to 7 it is awesome! but the final season (the 8th) destroys pretty much everything that was built, so well, in the all the previous seasons. every character, every ""mission"", every decision... it was all pretty much useless in the end because the directors decided, for whatever reason, to ignore everything.it makes it the number 1 most frustrating show i have ever seen."
2019-05-24,mbreme,The greatest show of all time,10,this will forever be the greatest show and those giving bad ratings bc they don't agree with the finale are just being bad sports
2018-06-22,ciklaminiovasona,love,10,best tv show ever. if you don't like it you should go to doctor because there something wrong with you.
2019-05-17,0w2r,Best TV show,10,"the best tv show in the planet , stark family are the best ."
2019-05-02,laylaytfg,4 Stars just for S8E03,9,what did i just just see.... the dragons' scene is unnecessary
2019-07-05,mitchell-15286,The best TV Show of all time,8,"despite the last 3 episodes of season 8, game of thrones still remains the best tv show of all time. i don't feel like spending too much time writing a very detailed analysis of why it is so good, but i just wanted to tell that i absolutely love this show."
2019-02-21,tanyadoil,The most incredible series ever made!,10,i never thought anything could grip me like got has! it's the best series i've ever seen for the third time. just don't want it to ever end. ❤
2019-05-20,ahmedsharhabeel,The best Tv show in the history,10,game of thrones is the best tv show ever even if season 8 wasn't like the old seasons but still the greatest tv show.thank you got
2019-05-14,deboracampello,Stunning tv show until season 7 - after that disappointed,4,"i will try to give a honest and fair review about this tv show. since i started to watch game of thrones only dexter and narcos made me stay up after midnight watching the tv show, so i couldn't miss anything.
addicted to it as crazy... although i must say got is by far the best of all...
season 7 episode 10 ending point, when the night king destroys the wall of westeros with undead viserion dragon brought chilling to my bones. that's the quality i have seen from the past seasons of got. i cried when viserion was taken down by the night king. not because i love those dragons, but how it all happened brought tears to my eyes.
i can't remember how many times i watched the serie entirely from the beginning so i wouldn't miss a single detail, once a new season would start.
and season 8 comes... (finally, we all thought).i don't know what is happening but season 8 doesn't ever come near to what i expect of got. the plot holes, the mistakes (even a coffee cup left on the table), the poor writing, either is nothing or everything sort of speaking with almost every episode. it's not what is being presented that bothers me. the story itself makes sense and is tight but how everything is being presented as a whole is what makes this season so disappointing. everything made in such a rush. why? why only 6 episodes? the writers must know that to present this season as the finale in such magnitude and detail even one single season isn't enough.
i wish i could take all seasons as discussion subject to the table even season finale like i always do..d&d or whom ever: if you ever get a chance to change things and re,do it..
here is my advice. make season 7 with 10 episodes. ep 1 and 2 of season 8 shift to season 7 as ep 8 and 9. split the battle of winterfell in two parts: part 1 as finishing episode of season 7 and part 2 starting point season 8. make the battle against the dead more realistic and horrific.. after all this battle was sooo feared. how it ended in season 8, it looked like a joke.
build up a great story as well as characters final development towards the great battle to king's landing. if you want to make daenaerys being seen as the ""mad queen"", for the sake of emilia's effort during the entire show, build up a good plot around it. not making her sit on that dragon and burn everything down. if it was supposed to be so meanless, why kill the mad king in the first place?
and last, don't ever give to such a meanless character like euron the power of taking a dragon again. this is beyond possible! i also cried, but out of anger. how ridiculous it looked...but i promised to give a honest and fair review, so here it is. got i will miss you... for me despite everything this show will never be forgotten..
if a remake or a movie come out, i will be the first to buy a ticket!"
2019-04-29,tyleralbin,Greatest tv I've ever watched,10,if you don't like this episode i'll give you your money back.
2019-05-23,jamieholder-22244,"One of the best shows on TV, last season is a little rushed",1,"game of thrones is one of the best and most binge watchable shows on tv. i know people who have no interest in fantasy shows at all but this show has changed their minds. now that its finished im lost with what to watch next and dont think ill find a show i enjoyed as much as this in a long time. i dont think the first 7 seasons need to be reviewed as the shows reputation speaks for itself.but i have to give some defence to the final season as i think the amount of people giving it negative reviews because they didn't get what they wanted from the series is crazy!! in terms of story all the series are amazing! but in the last 2 series the pacing looses it way. the show is so great at build up and suspense and making the audience wait for what is always a brilliant twist or outcome that, when the pace really ramps up in series 7 & 8 and its seems rushed. we still get those amazing outcomes and payoffs but s8 in particular gives us those a lot quicker without as much build up as previous series. i think if s8 had been 10 episodes instead of 6 it would have received a lot better reaction because it would of had more time to build up to the major things that happen, which is what thrones fans have come to expect from the show.i dont want the negative reviews of the final series to put people off from watching this brilliant show, because everything has to end and when you have show as good as this you cant please everyone.overall s1, 6: 10/10 - flawless
s7: 9.5 - what we've come to expect from thrones but slightly more rushed than normal
s8: 9/10 a brilliant final series but rushed and should have been 10 eps instead of 6, but i enjoyed it anyway"
2020-06-25,harshitdikhit,Irreplaceable🙌🏻,10,"i forgive all the mistakes they make in season 8 , because after all these years hardwork they've done. obviously one of the best series ever made no series can be compared to got it's a masterpiece , if you think that you should watch got after sometime then it's your worst mistake"
2019-10-20,galijasevic-50614,"Started like an artist, finished like a novice",8,"perfect in so much throughout and will always be cherished, but the gradually decaying sense of self and the treatment of characters and storytelling. i blame solely the writers of the story itself, be that d&d or g.r.r.martin, regardless, whoever came up with the resolution to the years of plots and character arcs has committed a hate crime against the fans who would have once shouted praise off rooftops. with time it became less about character, human nature and the art and heart of war and more about spectacle and haphazard and forced conflict. it was once intelligent, every scene a masterpiece and somehow came to be untrustworthy to the point of viewers being able to smell and present a dozen more logical storylines or outcomes because they knew the characters. the magic withered away sadly, poisoning the love of so many people, despite their efforts to preserve what once was so beautiful."
2018-03-05,jakobkuy-51049,"An epic, exciting, expansive, but very flawed show. (Spoiler free)",8,"as you can tell from my rating, i like it alot more than i dislike it.  it's a show about a complex, interesting conflict set in a huge, open, authentic world.the world being authentic is probably due to the incredible production design. entire cities are portrayed with the help of background,actors, set pieces, buildings etc. that have been constructed and placed with care. there are other factors contributing to the world being authentic such as religion, politics, segregation, wealth and poverty. factors that are not over exposed (since that would be boring to watch) but rather discretely shown and mentioned throughout the show, giving you the sense of an authentic world. but authentic world-building is worth nothing if the story taking place in that world isn't good. the story itself, is actually good. it's a very nuanced, complex story, especially when you consider that the fantasy genre is known for the 'good vs evil' black and white, linear type of story.my problems start with the way that the story is being presented to the viewer. this show has a tendency to be over-ambitious, to assume that the viewer knows things that haven't been explained yet (this is probably because the show is based on a series of books). already from the first episode we are getting locations, names, characters, and the relations between those characters thrown at us and expected to understand it, and even enjoy it. the majority of the story of the entire first season is told through dry, emotionless dialogue. the creators embrace 'show don't tell' as the show goes on, but it really took a lot of motivation to keep watching through the first season. i really, really started to enjoy the show in later seasons when i actually understood whom the characters where, and how they all related to each other, now i could properly react to every event happening, although this should have happened a lot sooner.my final complaint is about some of the cinematography (especially during fight-scenes) is poorly executed and makes it hard to understand what exactly is going on. let's say two characters are dueling with swords: the angle changes way too often, and the frame is way to cramped to make out anything that's happening, more than that two people are fighting."
2021-02-21,danielbarkp,Another disappointed fan,1,"this was pretty much a cultural juggernaut that fell from grace on it's last season, a big shame. it's one of those shows i wanted to keep re,watching but once the ending happened the way it did it brought me nothing but an overwhelming feeling of disappointment. today (2021) you can still see the negative emotion in peoples faces whenever the show is mentioned, everyone was on this amazing ride only for it to come crashing down in an incredibly anti-climactic spiral, like going on a roller coaster and when you think the drop is about to happen suddenly the cart moves onto the kids tracks and you are left riding it for a while, it doesn't completely suck but you just want to get out of it. i still re-watch a lot of the scenes and deeply appreciate the memes though, but how funny was it to see got basically disappear off the face of the earth once it was over? never seen anything like it."
2019-01-06,kaspersaldell-23638,First four seasons were great but it gets worse after that.,10,"i think this is probably one of the best tv shows ever made, and i highly recommend it to everyone, (but read the books first, seriously.) which is no wonder since it's an adaptation of the greatest book series that i, and many others, have read. that's just what this show is, an adaptation. it's fine to make some smaller changes here and there and i love most of the original tv scenes that weren't in the books, like littlefinger and varys' conversations, robert and cersei, cersei and joffrey, that white walker scene with craster's baby in the land of always winter, i mean, that's just amazing! i'm okay if the show does some different things as long as it doesn't just completely do it's own thing, which they started doing eventually. the show starts off fantastically and it's almost just like if you were reading the books, only that it was made somewhat differently for tv. the characters are basically all there and the casting was excellent, the plot and the story was totally nailed and we all knew that the show was in good hands, it was almost perfect. season one was pretty much the way they should have kept the show going but it seems that the show got worse when they tried to change things. they changed many things, cut and completely altered several characters (changed their names even, like wut?) some bad changes happened in season 2 already, like the daenerys' quarth plot, her dragons, xaro xhoan daxos and the house of the undying as well. they should have stuck with the characters' story lines, (just naming a few names here:) like gendry, edric storm, thoros of myr, melisandre, the hound, brienne/podrick (and many of the traveling companions/foes they meet on their quest), bronn (especially), the tully family (cat, edmure and brynden) and their relationship, hoster tully, who was mostly cut from the show, and so much more that i could just write an essay about it. one of the things the show seems to do is, instead of just introducing new characters like in the books, they just merge their plotlines together and sometimes they're part of things they weren't part of in the books. even though the show does this, it does, however, get a lot of things right and it works pretty well as a whole, i just wish they'd stop changing things... like the title says, the first four seasons were amazing, to great. i praise the first season the most because it's most faithful to the books, the other three seasons were great as well however, but then we get to season five, and onwards, and everything just goes crazy. the first two books fitted in one season each, s1 and s2. book three was actually split up in two seasons, s3 and s4! which was just great, but i wonder if they could have actually made three. then we get to book four, and five. yep, they made book four and five into one single season, when they should have done three. season five should have been for book four, and seasons six and seven should have been for book five (parts 1 and 2). i can't (curse word) believe that they made season five that way, book five is almost just as long as book three, which got two seasons! in my opinion, the should have just stuck with making a book adaptation instead of going completely off the rails (or should i say, off the books?) with seasons 6 and onward. they should have stopped at season 7, probably, when they were done with the book adaptations, and waited with patience for georgie boy to finish book six, just like we book fans have been doing since 2011. meanwhile, they could have made spinoff series like they're planning on doing right now so it wouldn't be completely dead to people. that would have worked! people would just have to be a little more patient, like us! they could have made book six into two or three seasons, since it's gonna be so incredibly long (1500 pages!!) and then wait for book seven, which i am very doubtful will be released in the near future, if ever. overall it's a great show, and i know this isn't imdbooks but seriously, you should read the books first. i'm giving it a strong 9 / 10, close to 10 / 10, the first four seasons alone are just that good but then season five, six and seven came along and it got worse. i would probably rate the books a 10+ / 10, just saying!... go read them now..."
2021-10-01,dracarys_101,Dont get the fuss about season 8,7,"a phenomenal show. never seen anything like it before, do not get the fuss about last seasons, it was very much enjoyable."
2019-05-21,almiddleton-31572,Will watch again...,1,"for me, the biggest compliment you can pay any show or film is to say you'd rewatch it straight after finishing it.i found myself in the small minority of people who hadn't seen a single frame until a few weeks ago ""dragons, magic and zombies""... ""not my cup of tea"" but a few weeks ago i was too curious so started watching... and couldn't stop watching! i'd go so far as to say it's my favorite tv show of all time, overtaking dexter.the characters are fascinating, the direction is flawless and excluding season 8, the dialogue seemed so authentic and at times hilarious. you find yourself rooting for your favorites and hoping that the swines meet a painful death! joffrey deserved worse!!a handful of scenes throughout are so powerful that i found myself smiling from ear to ear at the brilliance; dany being unharmed by fire twice; first when her children are born, second when she kills the khals. the scene where arya kills her tormentor with many faces and my absolute favorite; where dany has understood all of the valyrian insults and we hear dracarys for the first time.all in all, a superb show that i'm so glad i watched; i feel all the better for it.season 8 wasn't that bad, but it was competing with 7 seasons of excellence."
